Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
Sun protect,FARMACY,Green Screen Daily Environmental Protector Broad Spectrum MineralSunscreen SPF 30 with Echinacea GreenEnvy™,36,4.6,"Water, Ethyl Macadamiate, Cyclopentasiloxane, Ethylhexyl Palmitate, Propanediol, C12-15 Alkyl Benzoate, Polysorbate 80, Glyceryl Stearate, Peg-100 Stearate, Echinacea Purpurea Root Extract, Aronia Melanocarpa Fruit Extract, Hydrolyzed Verbascum Thapsus Flower, Tagetes Erecta Flower Extract, Alteromonas Ferment Extract, 7-Dehydrocholesterol, Zea Mays (Corn) Oil, Helianthus Annuus (Sunflower) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Malic Acid, Tocopherol, Myristic Acid, Cetyl Alcohol, Glycerin, Hydrogenated Lecithin, Panthenol, Stearic Acid, Polyglyceryl-6 Isostearate, Microcrystalline Cellulose, Alumina, Behenic Acid, Stearyl Alcohol, Caprylyl, Methicone, Dimethicone, Cyclohexasiloxane, Isohexadecane, Triethoxysilylethyl, Polydimethylsiloxyethyl Hexyl Dimethicone, Lauryl PEG-9 Polydimethylsiloxyethyl, Dimethicone, 1,2-Hexanediol, Behenyl Alcohol, Triethoxycaprylylsilane, Polyhydroxystearic Acid, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cellulose Gum, Sorbitan Oleate, Butylene Glycol, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Sodium Benzoate, Potassium Sorbate, Sodium Citrate, Citric Acid, Sodium Phytate.",1,1,1,1,1
Face Mask,DR. JART+,Dermask Ultra Jet Porecting Solution Bubbling Charcoal Sheet Mask,9,3.9,"Water, Methylpropanediol, Glycerin, Ethyl Perfluoroisobutyl Ether, Ethyl Perfluorobutyl Ether, Sapindus Mukorossi Fruit Extract, Acrylates Copolymer, Betaine, Hydroxyacetophenone, Polyacrylamide, C13-14 Isoparaffin, Tromethamine, Dimethicone, Allantoin, Laureth-7, 1,2 Hexanediol, Ethylhexyglcerin, Adenosine, Citrus Aurantium Dulcis (Orange) Oil, Butylene Glycol, Lonicera Japonica (Honeysuckle) Flower Extract, Polyglyceryl-10 Stearate, Lonicera Caprifolium (Honeysuckle) Flower Extract, Disodium EDTA, Helianthus Annuus (Sunflower) Seed Oil, Rhus Semialata Gall Extract, Glyceryl Acrylate/Acrylic Acid Copolymer, Althaea Rosea Flower Extract, Hydrogenated Lecithin, Caffeine, Alcohol, Pelargonium Graveolens Flower Oil, Caning Odonata Flower Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Propanediol, Lecithin, Pistachio Lentiscus (Mastic) Gum, Rosa Damascena Flower Oil, Melaleuca Viridiflora Leaf Oil, Butyl Avocadate, Iris Ensata Extract, Maltodextrin, Mooring Pterygosperma Seed Extract, Asparagus Officinalis Stem Extract, Eucalyptus Globulus Leaf Extract, Calcium Clubonate, Gluconolacctone, Potassium Sorbet, Sodium Benzoate, Propyl Gallate.",1,1,1,1,1
Sun protect,CLINIQUE,Oil-Free Face Cream Broad Spectrum SPF 30,26,3.3,"Octinoxate 7.5% , Octisalate 4.5% , Titanium Dioxide 4.6% , Zinc Oxide 5.0%Water , C12-15 Alkyl Benzoate , Caprylyl Methicone , Neopentyl Glycol Diheptanoate , Sucrose , Polyglyceryl-10 Pentastearate , Pentylene Glycol , Ethylhexyl Methoxycrylene , Dimethicone , Behenyl Alcohol , Peg-100 Stearate , Hydrogenated Lecithin , Butylene Glycol , Dipentaerythrityl Tri-Polyhydroxystearate , Cucumis Sativus (Cucumber) Fruit Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Glycerin , Caffeine , Sodium Rna , Sodium Hyaluronate , Tocopheryl Acetate , Propylene Glycol Dicaprate , Isohexadecane , Helianthus Annuus (Sunflower) Seedcake , Pvp/Hexadecene Copolymer , Isostearic Acid , Sodium Stearoyl Lactylate , Polyhydroxystearic Acid , Silica , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Xanthan Gum , Polysorbate 80 , Dimethicone Silylate , Polyethylene , Trisodium Edta , Bht , Phenoxyethanol",1,1,1,1,1
Eye cream,DRUNK ELEPHANT,C-Tango™ Multivitamin Eye Cream,64,0.0,"Water, Glycerin, Dicaprylyl Carbonate, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Ascorbyl Phosphate, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Persea Gratissima (Avocado) Oil, Plukenetia Volubilis Seed Oil, Magnesium Ascorbyl Phosphate, Ceteareth-6 Olivate, Tetrahexyldecyl Ascorbate, Ascorbyl Glucoside, Ascorbyl Palmitate, Palmitoyl Tripeptide-1, Glycine Soja (Soybean) Sterols, Linoleic Acid, Phospholipids, Ceramide NP, Glycine Soja (Soybean) Protein, Ceramide AP, Phytosphingosine, Cholesterol, Ceramide EOP, Cucumis Sativus (Cucumber) Fruit Extract, Camellia Sinensis Leaf Extract, Palmitoyl Dipeptide-5 Diaminobutyroyl Hydroxythreonine, Palmitoyl Dipeptide-5 Diaminohydroxybutyrate, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Sodium Hyaluronate Crosspolymer, C12-15 Alkyl Benzoate, Panthenol, Dipotassium Glycyrrhizate, Hesperidin Methyl Chalcone, Dipeptide-2, Palmitoyl Tetrapeptide-7, Fragaria Ananassa (Strawberry) Seed Extract, Medicago Sativa (Alfalfa) Extract, Morus Alba Leaf Extract, Hydrolyzed Rice Protein, Spilanthes Acmella Flower Extract, Aloe Barbadensis Leaf Juice, Ubiquinone, Superoxide Dismutase, Palmitoyl Tripeptide-38, Acetyl Hexapeptide-8, Pyrus Malus (Apple) Fruit Extract, Phytic Acid, Actinidia Chinensis (Kiwi) Fruit Extract, Vaccinium Myrtillus Leaf Extract, Tocopherol, Thioctic Acid, N-Hydroxysuccinimide, Chrysin, Mica, Ethylhexyl Palmitate, Phenoxyethanol, Pentylene Glycol, Sodium Lauroyl Lactylate, Titanium Dioxide, Hydroxypropyl Cyclodextrin, Sodium Benzoate, Xanthan Gum, Carbomer, Tocopheryl Acetate, Sodium Dextran Sulfate, Sorbitan Isostearate, Caprylyl Glycol, Steareth-20, Chlorhexidine Digluconate, Citric Acid, Chlorphenesin, Polysorbate 60, Potassium Sorbate, Ethylhexylglycerin.",1,1,1,1,1
Sun protect,COOLA,Full Spectrum 360° Sun Silk Drops SPF 30,46,4.6,"Aloe Barbadensis Leaf Juice (ORGANIC), Anthemis Nobilis (Chamomile) Flower Extract, Butyloctyl Salicylate, Carthamus Tinctorius (ORGANIC Safflower) Seed Oil, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Extract Dicaprylyl Carbonate, Ecklonia Kurome Extract, Ethylhexylglycerin, Gluconolactone, Glycerine, Glycerin (ORGANIC), Glyceryl Stearate, Jasminum Sambac Leaf Cell Extract, Marrubium Vulgare Extract, Melanin, Nylon-12, Olea Europaea (ORGANIC Olive) Fruit Oil, Plankton Extract, Polygonum Aviculare Extract, Simmondsia Chinensis (ORGANIC Jojoba) Seed Oil, Sodium Hyaluronate, Sodium Benzoate, Stearic Acid, Tocopherol, Water (Aqua), Xanthan Gum.",1,1,1,1,1
Eye cream,SATURDAY SKIN,Wide Awake Brightening Eye Cream,46,4.5,"Water, Glycerin, Butylene Glycol, Cyclopentasiloxane, Trehalose, Pentylene Glycol, Polyglycerin-3, Pyrus Malus (Apple ) Seed Oil, 1,2-Hexanediol, Pyrus Malus (Apple) Fruit Water, Citrus Limon (Lemon) Peel Oil, Juniperus Mexicana Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Grandis (Grapefruit) Peel Oil, Eucalyptus Globulus Leaf Oil, Lavandula Angustifolia (Lavender) Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Phoenix Dactylifera (Date) Seed, Hydrolyzed Avocado Protein, Dipentaerythrityl Hexa C5-9 Acid Esters, Cyclohexasiloxane, Glyceryl Stearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, PEG-100 Stearate, Dimethicone/Vinyl Dimethicone Crosspolymer, Propanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, PEG-11 Methyl Ether Dimethicone, Tromethamine, PEG/PPG-19/19 Dimethicone, Hydrogenated Lecithin, Ascorbic Acid, Cholesterol, PEG-800, Polysorbate 20, Maltodextrin, Saccharide Hydrolysate, Polyglutamic Acid, Sodium Hyaluronate, sh-Oligopeptide-1, sh-Polypeptide-1, sh-Oligopeptide-2, sh-Polypeptide-22, sh-Polypeptide-45, sh-Polypeptide-8, sh-Polypeptide-9, Cetearyl Alcohol, Xanthan Gum, Disodium EDTA.",1,1,1,1,1
Sun protect,FRESH,Black Tea Age-Delay Lotion Broad Spectrum Sunscreen SPF 20,70,3.5,"Water, Isostearyl Neopentanoate, Glycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimenthyl Taurate Copolymer, Gylcine Soja (Soybean) Oil, Saccharomyces Ferment Filtrate, Camellia Sinensis Leaf Extract, Rubus Fruticosus (Blackberry) Leaf Extract, Litchi Chinensis Seed Extract, Adenosine, Tocopherol, Hydrogenated Lecithin, Fragrance, Ethylhexyl Palmitate, Diethylhexyl Syringylidenemalonate, Potassium Sorbate, Sodium Benzoate, Butylene Gylcol, Trisodium Edta, Xanthan Gum, Sodium Hyaluronate, Maltodextrim, Hydrogenated Phosphatidylcholine, Polysorbate 60, Sorbitan Isostearate, Bht, Caprylic/Capric Triglycer-Acid, Biotin, Phenoxyethanol, Linalool.",1,1,1,1,0
Face Mask,ORIGINS,Flower Fusion™ Lavender Soothing Sheet Mask,7,4.3,"Water, Butylene Glycol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Methyl Gluceth-20, Lavandula Angustifolia (Lavender) Oil*, Eucalyptus Globulus Leaf Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Ricinus Communis (Castor) Seed Oil, Linalool, Lavandula Angustifolia (Lavender) Flower Wax, Hypnea Musciformis (Algae) Extract, Gelidiella Acerosa Extract, Caffeine, Olea Europaea (Olive) Fruit Oil, Dimethicone, Squalane, Arginine, Peg-60 Hydrogenated Castor Oil, Caprylyl Glycol, Trehalose, Sodium Hyaluronate, Carbomer, Hexylene Glycol, Octyldodecanol, Disodium Edta, Potassium Sorbate, Phenoxyethanol * Essential Oil Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,1,1,1,1
Moisturizer,PETER THOMAS ROTH,Mega Rich Intensive Anti-Aging Cellular Creme,85,4.5,"Water, Glycerin, Glyceryl Stearate, C12-15 Alkyl Benzoate, Isocetyl Stearate, Cetyl Alcohol, Panthenol, PEG-100 Stearate, Propylene Glycol Stearate, Butylene Glycol, Tocopheryl Acetate, Dimethicone, Lanolin Oil, Oleic Acid, Persea Gratissima (Avocado) Oil, Rosa Canina Fruit Oil, Soy Acid, Palmitoyl Oligopeptide, Palmitoyl Tripeptide-5, Acetyl Hexapeptide-8, Palmitoyl Tetrapeptide-7, Hyaluronic Acid, Ascorbic Acid, Retinyl Palmitate, Sodium Ascorbyl Phosphate, Tocopheryl Linoleate/Oleate, Soluble Collagen, Hydrolyzed Elastin, Camellia Oleifera Leaf Extract, Camellia Sinensis Leaf Extract, Echinacea Angustifolia Extract, Macrocystis Pyrifera (Kelp) Extract, Vitis Vinifera (Grape) Seed Extract, Lactic Acid, Tartaric Acid, Sodium PCA, Wheat Amino Acids, Caprylic/Capric Triglyceride, Ginkgo Biloba Leaf Extract, Foeniculum Vulgare (Fennel) Seed Extract, Helianthus Annuus (Sunflower) Seed Oil, Bisabolol, Viola Tricolor Extract, Stearoxytrimethylsilane, PEG-8 Dimethicone, Methyldihydrojasmonate, Histidine HCL, Superoxide Dismutase, Centella Asiatica Extract, BHT, Octyldodecanol, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Carbomer, Maleic Acid, Citrus Limon (Lemon) Peel Extract, Citrus Aurantifolia (Lime) Peel Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Tangerina (Tangerine) Peel Extract, Mentha Piperita (Peppermint) Extract, Salvia Officinalis (Sage) Leaf Extract, Zingiber Officinale (Ginger) Root Extract, Polysorbate 20, Lanolin Alcohol, Stearyl Alcohol, Ascorbyl Methylsilanol Pectinate, Disodium EDTA, Xanthan Gum, Stearic Acid, Ambrettolide, Dipropylene Glycol, Methylpropanediol, EDTA, Silica, Limonene, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol.",0,0,0,0,0
Treatment,CLINIQUE,Fresh Pressed Daily Booster with Pure Vitamin C 10%,19,4.0,"Water , Ascorbic Acid , Glycerin , Dimethicone , Squalane , Butylene Glycol , Dipropylene Glycol , Acetyl Glucosamine , Cucumis Sativus (Cucumber) Fruit Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Morus Nigra (Mulberry) Root Extract , Molasses Extract/Saccharum Officinarum/Extrait De Melasse , Laminaria Digitata Extract , Scutellaria Baicalensis Root Extract , Acetyl Hexapeptide-8 , Vitis Vinifera (Grape) Fruit Extract , Algae Extract , Palmitoyl Hexapeptide-12 , Palmitoyl Tripeptide-1 , Palmitoyl Tetrapeptide-7 , Alcaligenes Polysaccharides , Caffeine , Sucrose , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Betaine , Salicylic Acid , Glycine Soja (Soybean) Protein , Sodium Hyaluronate , Caprylyl Glycol , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Bis-Peg-18 Methyl Ether Dimethyl Silane , Propylene Glycol Dicaprate , Helianthus Annuus (Sunflower) Seedcake , Allyl Methacrylates Crosspolymer , Carbomer , Glyceryl Polymethacrylate , Tromethamine , Xanthan Gum , Potassium Sorbate , Peg-8 , Polysorbate 20 , Sodium Citrate , Disodium Edta , Phenoxyethanol",1,1,1,1,1
Cleanser,FARMACY,Clean Bee Ultra Gentle Facial Cleanser,28,4.3,"Water, Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Hydroxysultaine, Chamomilla Recutita (Matricaria) Flower Water, Decyl Glucoside, Maltooligosyl Glucoside, Lauryl Glucoside, Glycerin, Hydrogenated Starch Hydrolysate, Echinacea Purpurea Root Extract, Honey Extract, Propolis Extract, Royal Jelly Extract, Hydrolyzed Sodium Hyaluronate, Calendula Officinalis Flower Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Aloe Barbadensis Leaf Juice, Melia Azadirachta Leaf Extract, Lavandula Angustifolia (Lavender) Oil, Lavandula Hybrida Oil, Curcumin, Curcuma Longa (Turmeric) Root Extract, Betalne, Sodium Pca, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate, Citric Acid, Sodium Benzoate, Abies Sibirica Oil, Cymbopogon Martini Oil, Pelargonium Graveolens Oil, Pogostemon Cablin Oil, Caramel, Anthemis Nobilis Flower Oil, Ocimum Basilicum (Basil) Flower/Leaf Extract, Ocimum Sanctum Leaf Extract, Melia Azadirachta Flower Extract, Corallina Officinalis Extract, Flavor (Aroma)*, Potassium Sorbate, Maltodextrin, Trisodium Ethylenediamine Disuccinate, Sodium Chloride, Sodium Phytate, Propanediol, Linalool. *Natural Flavor.",1,1,1,1,1
Treatment,ORIGINS,Mega-Mushroom Relief & Resilience Soothing Treatment Lotion Limited Edition,34,4.5,"Water, Butylene Glycol, PEG-4 , Citrus Aurantium Dulcis (Orange) Oil**, Lavandula Angustifolia (Lavender) Oil**, Pogostemon Cablin (Patchouli) Oil**, Citrus Nobilis (Mandarin Orange) Peel Oil**, Pelargonium Graveolens Flower Oil**, Boswellia Carterii (Olibanum) Oil***, Limonene, Linalool, Citronellol, Geraniol, Ganoderma Lucidum (Reishi Mushroom) Extract, Fuscoporia Obliqua Sclerotium Extract, Cordyceps Sinensis (Mushroom) Extract, Ergothioneine, Camelina Sativa Seed Oil, Lactobacillus Ferment, Hippophae Rhamnoides Extract*, Zingiber Officinale (Ginger) Root Extract*, Curcuma Longa (Turmeric) Root Extract*, Ocimum Sanctum (Holy Basil) Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil*, Silybum Marianum Fruit Extract, Saccharomyces Lysate Extract, Centella Asiatica (Hydrocotyl) Extract, Hypnea Musciformis (Algae) Extract, Caffeine, Sucrose* , Salvia Sclarea (Clary) Extract, Saccharomyces Ferment Filtrate, PEG-40 Hydrogenated Castor Oil, Gellidiella Acerosa Extract, Trideceth-9 , Glycerin, Glycereth-26, Polysorbate 20, Sodium Hyaluronate, Tocopheryl Acetate, Maltodextrin, Pentylene Glycol, Sodium Hydroxide, Citric Acid, Potassium Sorbate, Phenoxyethanol.",1,1,1,1,1
Moisturizer,DRUNK ELEPHANT,Protini™ Polypeptide Cream,68,4.4,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract, Nymphaea Alba Root Extract, sh-Oligopeptide-1, sh-Oligopeptide-2, sh-Polypeptide-1, sh-Polypeptide-9, sh-Polypeptide-11, Copper Palmitoyl Heptapeptide-14, Heptapeptide-15 Palmitate, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Alanine, Arginine, Glycine, Histidine, Isoleucine, Phenylalanine, Proline, Serine, Threonine, Valine, Acetyl Glutamine, Coconut Alkanes , Coco-Caprylate/Caprate, Sodium Hyaluronate, Aspartic Acid, Linoleic Acid, Linolenic Acid, Lecithin, Butylene Glycol, Polyvinyl Alcohol, Sodium Lactate, Sodium PCA, PCA, Sorbitan Isostearate, Carbomer, Polysorbate 20, Polysorbate 60, Lactic Acid/Glycolic Acid Copolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Xanthan Gum, Isomalt, 1,2-Hexanediol, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Tocopherol, Sodium Benzoate, Phenylpropanol, Glyceryl Caprylate, Symphytum Officinale Callus Culture Extract.",1,1,1,1,0
Moisturizer,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,60,4.2,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal/Malt Extract/Yeast Extract Ferment Filtrate (Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Yeast Extract Ferment Filtrate), Stearic Acid, Glyceryl Stearate SE, Cetearyl Alcohol, Pentylene Glycol, Plantago Lanceolata Leaf Extract, Adansonia Digitata Seed Oil, Citrullus Lanatus (Watermelon) Seed Oil, Passiflora Edulis Seed Oil, Schinziophyton Rautanenii Kernel Oil, Sclerocarya Birrea Seed Oil, Polyglyceryl-6 Ximenia Americana Seedate, Sodium Hyaluronate Crosspolymer, Ceteareth-20, Trisodium Ethylenediamine Disuccinate, Sodium Hydroxide, Citric Acid, Carbomer, Xanthan Gum, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Ethylhexylglycerin.",1,1,1,1,0
Cleanser,FIRST AID BEAUTY,Face Cleanser,20,4.4,"Water, Sodium Cocoyl Isethionate, Glycerin, Stearic Acid, Stearyl Alcohol, Allantoin, Chrysanthemum Parthenium (Feverfew) Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Aloe Barbadensis Leaf Juice, Tocopherol, Ascorbyl Palmitate, Caprylyl Glycol, Sodium Pca, Coco-Glucoside, Glyceryl Oleate, Hydroxypropyl Methylcellulose, Hydrogenated Palm Glycerides Citrate, Disodium Cocoamphodiacetate, Lecithin, Phenoxyethanol, Sodium Chloride, Disodium Edta, Citric Acid, Maltodextrin, Leuconostoc/Radish Root Ferment Filtrate, Edta.",1,1,1,1,1
Eye cream,DIOR,Hydra Life Cooling Hydration Sorbet Eye Gel,55,3.8,"-Cornflower Water: Revitalizes the appearance of eyelids and reduces the appearance of puffiness. -Micronized Powders: Illuminate and help diminish the look of dark circles. -Abyssinica Oil: Nourishes, coats, and strengthens lashes and eyebrows. -Haberlea: Supports the skin's natural defenses. -Mallow: Supports natural circulation of water in the skin for improved hydration.",0,1,1,0,1
Face Mask,SEPHORA COLLECTION,SUPERMASK - The Golden Mask,6,2.6,"Water, Butylene Glycol, Glycerin, Betaine, Caulerpa Lentillifera Extract, 1,2-Hexanediol, Hydroxyacetophenone, PEG-40 Hydrogenated Castor Oil, Fragrance, Xanthan Gum, Sodium Carbomer, Sodium Hyaluronate, Citrus Reticulata (Tangerine) Peel Extract, Phenoxyethanol, Honey Extract, Aphanothece Sacrum Polysaccharide, Sclerotium Gum, Potassium Sorbate, Sorbic Acid.",1,1,1,1,0
Sun protect,COOLA,Sport Continuous Spray SPF 30 - Piña Colada,36,4.5,"Alcohol (Organic), Algae Extract (Organic), Aloe Barbadensis Leaf Juice (Organic), Cucumis Sativus (Organic Cucumber) Fruit Extract, Flavor, Fragaria Vesca (Organic Strawberry) Fruit Extract, Glycerin, Hydrogenated Methyl Abietate, Rubus Idaeus (Organic Red Raspberry) Seed Oil.",1,1,1,1,1
Moisturizer,DR. JART+,Black Label Detox BB Beauty Balm,36,4.1,"Water, Cyclopentasiloxane, Dimethicone, Butylene Glycol, Cyclohexasiloxane, Butylene Glycol Dicaprylate/Dicaprate, Cetyl PEG/PPG-10/1 Dimethicone, Glycerin, Sodium Chloride, Silica, Arbutin, Iron Oxides, Disteardimonium Hectorite, Calcium Stearate, Dimethicone/Vinyl Dimethicone, Crosspolymer, Talc, Sorbitan Olivate, Caprylyl Glycol, Polyglyceryl-4 Isostearate, Hexyl Laurate, Propylene Carbonate, Triethoxycaprylylsilane, Phenoxyethanol, Ethlhexylglycerin, Tocopheryl Acetate, Hydrogren Dimethicone, Aluminum Hydroxide, Sorbitan Isostearate, Ozokerite, Diisostearyl Malate Beeswax, 1,2-Hexanediol, Disodium EDTA, Ubiquinone, Anthemis Nobilis Flower Extract, Camellia Sinensis Leaf Extract, Caviar Extract, Propylene Glycol, Portulaca Oleracea Extract, Alcohol, Ginkgo Biloba Leaf Extract, Aloe Barbadensis Leaf Juice, Glyceryl Caprylate, Potassium Sorbate, Hydrolyzed Collagen, Sodium Benzoate.",1,0,1,0,1
Sun protect,DERMAFLASH,DERMAPROTECT Daily Defense Broad Spectrum SPF 50+,45,0.0,Visit the DERMAFLASH boutique,1,1,1,1,1
Moisturizer,ORIGINS,Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion,34,4.4,"Water, Butylene Glycol, PEG-4, Citrus Aurantium Dulcis (Orange) Oil**, Lavandula Angustifolia (Lavender) Oil**, Pogostemon Cablin (Patchouli) Oil**, Citrus Nobilis (Mandarin Orange) Peel Oil**, Pelargonium Graveolens Flower Oil**, Boswellia Carterii (Olibanum) Oil***, Limonene, Linalool, Citronellol, Geraniol, Ganoderma Lucidum (Reishi Mushroom) Extract, Fuscoporia Obliqua Sclerotium Extract, Cordyceps Sinensis (Mushroom) Extract, Ergothioneine, Camelina Sativa Seed Oil, Lactobacillus Ferment, Hippophae Rhamnoides Extract*, Zingiber Officinale (Ginger) Root Extract*, Curcuma Longa (Turmeric) Root Extract*, Ocimum Sanctum (Holy Basil) Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil*, Silybum Marianum Fruit Extract, Saccharomyces Lysate Extract, Centella Asiatica (Hydrocotyl) Extract, Hypnea Musciformis (Algae) Extract, Caffeine, Sucrose*, Salvia Sclarea (Clary) Extract, Saccharomyces Ferment Filtrate, PEG-40 Hydrogenated Castor Oil, Gellidiella Acerosa Extract, Trideceth-9, Glycerin, Glycereth-26, Polysorbate 20, Sodium Hyaluronate, Tocopheryl Acetate, Maltodextrin, Pentylene Glycol, Sodium Hydroxide, Citric Acid, Potassium Sorbate, Phenoxyethanol.",1,1,1,1,1
Eye cream,REN CLEAN SKINCARE,Keep Young and Beautiful Anti-Ageing Eye Cream,42,3.6,"Rosa Damascena Flower Water, Cetearyl Alcohol, Cetearyl Ethylhexanoate, Triheptanoin, Camellia Oleifera Seed Oil, Caprylic/ Capric Triglyceride, Squalane, Glycerin, Cetearyl Glucoside, Rosa Canina (Rose Hip) Fruit Oil, Butyrospermum Parkii (Shea Butter), Myristyl Myristate, Dipalmitoyl Hydroxyproline, Lauryl Laurate, Oryzanol, Palmitoyl Hydrolyzed Wheat Protein, Phenoxyethanol, Vaccinium Vitis-Idaea (Lingonberry) Seed Oil, Hexapeptide-11, Safflower Glyceride/ Palm Oil Aminopropanediol Esters, Bisabolol, Sodium Hydroxymethylglycinate, Tocopherol, Xanthan Gum, Panthenol, Faex (Yeast) Extract.",0,0,0,0,0
Face Mask,SKIN LAUNDRY,Wrinkle Release Neck & Chest Sheet Mask,60,2.7,"Water, Glycerin, Niacinamide, Butylene Glycol , Solanum Lycopersicum (Tomato) Fruit Extract, Oryza Sativa (Rice) Bran Extract , Daucus Carota Sativa (Carrot) Root Extract, Brassica Rapa (Turnip) Leaf Extract, Brassica Oleracea Italica (Broccoli) Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Apium Graveolens (Celery) Extract, Tromethamine, Carbomer Sodium Polyacrylate, Snail Secretion Filtrate, Raffinose, Hydrolyzed Starfish Extract, Betaine , Zanthoxylum Piperitum Fruit Extract, Usnea Barbata (Lichen) Extract, Pulsatilla Koreana Extract, Adenosine, Disodium EDTA, Sodium Hyaluronate.",1,1,1,1,1
Treatment,KATE SOMERVILLE,D-Scar™ Scar Diminishing Serum,48,4.2,"Water, Caprylic/Capric Triglyceride, Divinyldimethicone/Dimethicone Copolymer, Cetearyl Alcohol, Dimethicone, Glycerin, Propanediol, Cyclopentasiloxane, Sodium Ascorbyl Glucoside, Bis-PEG/PPG-20/5 PEG/PPG-20/5 Dimethicone, Methoxy PEG/PPG-25/4 Dimethicone, Glyceryl Stearate, sh-Polypeptide-7, Sodium Chloride, Sodium Phosphate, Disodium EDTA, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethiconol, Cyclohexasiloxane, Glucosamine HCl, Tocopheryl Acetate, Allantoin, Portulaca Oleracea Extract, Butylene Glycol, Elaeis Guineensis (Palm) Oil, Tocotrienols, Pisum Sativum (Pea) Extract, Bambusa Vulgaris Extract, C12-13 Pareth-23, C12-13 Pareth-3, Tocopherol, Xanthan Gum, Protease, Sodium Hydroxide, Hippophae Rhamnoides Fruit Extract, Maltodextrin Ethylhexylglycerin, Phenoxyethanol.",1,1,1,1,1
Treatment,MOON JUICE,Beauty Shroom™ Exfoliating Acid Potion,39,4.9,"Water, Glycolic Acid, Phytic Acid, Sodium Hydroxide, Niacinamide, Propanediol, Glycereth-7 Trimethyl Ether, Lactic Acid, Salicylic Acid, Allantoin, Ganoderma Lucidum (Reishi Mushroom) Extract, Tocotrienols, Glycerin, Polyglyceryl-10 Oleate, Oryza Sativa (Rice) Bran Oil, Tocopherol, Salvia Sclarea (Clary) Oil, Citric Acid, Lonicera Caprifolium (Honeysuckle) Flower Extract, Lonicera Japonica (Honeysuckle) Flower Extract.",1,1,1,1,1
Treatment,PHILOSOPHY,Time In A Bottle 100% In-Control,76,4.0,Visit the philosophy boutique,1,1,1,1,1
